Text,Label
Enlist non destructive tests for concrete.,Understanding
Write a short note closed loop control of Induction motor drives.,Remembering
Explain the applications of IR spectroscopy.,Remembering
Enlist features of a good hash function.,Remembering
Explain with neat diagram the register weighted and R-2R DAC?,Remembering
In the toggle mechanism shown in Fig.,Applying
What is an exception in JA V A?,Remembering
Discuss the different types of threads used in power screw.,Remembering
A certain feedback system is described by the following transfer function.,Remembering
Explain the use of command line arguments.,Analysing
Define indegree and outdegree of a vertex in graph. Find the indegree and outdegree of following graph.,Remembering
What is projection?,Remembering
Explain any three methods of subsurface investigation.,Remembering
The 45 mm diameter of shaft is made of steel with the yield strength of 400 MPa.,Applying
What is Semaphore?,Remembering
State any four significant features of Arduino IDE.,Remembering
Explain theory of stadia tacheometry?,Understanding
Which of the following codes are prefix codes?,Analysing
Explain the methods of measurements of solar radiations.,Understanding
State and explain terminology for spur gear with neat sketch.,Remembering
What is pressure bulb?,Remembering
What is retained austenite?,Remembering
What do you understand by relative humidity of air?,Remembering
Explain with sketch any one technique of Polymer matrix composite processing.,Analysing
State the significance of volume boosters and explain volume booster in brief.,Applying
Explain the types of HMI?,Analysing
Write short note AT commands required for GSM.,Remembering
Describe in brief process description of manufacture of Olefin by polymerization using phosphoric acid on solid carrier as catalyst.,Applying
"Find the directional derivative of 2xyzeφ−−=  at (1, 1, 1) along the line 111 122x yz −−−== .",Applying
Differentiate between ROM and RAM.,Remembering
Define lipids and enlist the functions of lipid.,Remembering
Explain following routing.,Remembering
Explain Artificial Neural Networks with suitable examples?,Analysing
Explain deadlock prevention and Recovery.,Remembering
What do you mean by flow control in transport layer?,Remembering
Explain cache updating policies in detail.,Understanding
Write a short note on CPLD.,Remembering
Explain containment and Inheritance along with examples.,Remembering
With a neat block diagram explain AC voltage measurement using 8051 microcontroller.,Applying
Calculate the weight of KMnO4 required making 500 ml of 0.,Remembering
List out the factors affecting electro deposition.,Remembering
Explain the contents of project Feasibility report with example.,Understanding
What are different file opening mode?,Remembering
What is exception and its types?,Remembering
A cylindrical boiler is 2.,Applying
"What are different types of curves, explain any one with sketch .",Remembering
Describe the types of a servo motor.,Remembering
Construct an AVL Tree by inserting numbers from 1 to 8.,Applying
Explain the phenomenon of spontaneous polarization in ferroelectric materials.,Understanding
Explain the ring counter design for the initial condition 1010.,Remembering
State any six properties of Laplace Transform.,Understanding
Following are the details of Project A and B.,Applying
State the various types of non-destructive tests carried on hardened concrete. Explain ultrasonic pulse velocity test with its limitations.,Remembering
Derive an expression of shear stress and velocity distribution for lamiral flow through circular pipe.,Analysing
Define pressure vessels and explain design of pressure vessels subjected to external pressure.,Analysing
"A symmetric I section is having two flanges, each of 300 mm × 20 mm and vertical web of 20 mm thickness and 160 mm depth. The beam issubjected to shear force 200 kN. Draw Shear Force Distribution diagram.",Applying
Implement the given logic function using a 4:1 multiplexer,Applying
Draw and explain the block diagram of DSO.,Remembering
Prove the following identities (any one),Analysing
Write note on High temperature alloy.,Remembering
What is significant depth and pressure bulb?,Remembering
Determine the eq ns of regression lines for the following data.,Applying
Explain static and dynamic tree tables with suitable example.,Analysing
Explain any two detectors used in gas chromatography.,Remembering
Explain the necessity of providing fire protection system in building.,Remembering
The  results of measurements of electric resistance R of a copper bar at various temperature are listed below.,Analysing
Explain advantages of indexing over sequential file.,Remembering
Explain various process management system calls in Linux with example.,Remembering
Attempt any one:,Applying
Which are the key properties of nanomaterials?,Remembering
Explain the stepper motor interfacing with PIC18FXX microcontroller with suitable diagram.,Analysing
Explain CPLD with the help of neat logic diagram.,Understanding
Draw and explain an Instrumentation amplifier interface with RTD bridge for temperature measurement.,Remembering
Draw the SCON register and explain use of individual bits of the register in detail.,Remembering
What are turbines?,Remembering
What do you mean by Widmanstatten Structure?,Remembering
What are the different types of Financial Analysis?,Remembering
Mention the ingredients of cathode and anode for following batteries.,Remembering
Explain the concept of instruction pipelining with diagram.,Remembering
Define fixed and variable voltage regulator.,Remembering
Evaluate .,Evaluating
Explain properties of insulating materials which are used in Capacitor and Rotating Machines.,Remembering
State and prove initial and final value theorem.,Analysing
"The speed (km/hr) of a train which starts from rest is given by the following table, the time being recorded in minutes.",Applying
Describe with neat diagrams  - Boron Nano Tubes.,Remembering
Explain two types of rotor construction of a three phase induction motor with the help of suitable diagrams.,Remembering
Compare array and linked list.,Analysing
With the help of diagram explain the concept of solar thermal power plant.,Remembering
What is graphics rendering pipeline in a Virtual Reality system.,Remembering
Explain in detail combined diffuse and specular reflections with multiple light sources.,Remembering
In a geometrically similar model of weir the discharge is 0.,Applying
Compare late binding & early binding.,Remembering
What are the symptoms and diagnosis of distress of concrete?,Analysing
Deduce the equation of maximum work done in terms of volume and in terms of pressure.,Analysing
What is mean by earthquake resistant structures?,Remembering
Explain following instructions of 8051.,Understanding
Analyze bent ABC as shown in Fig. 7 by moment distribution method.,Applying
Compare the role of thread diameter with ink transfer in screen printing process.,Analysing
Write a note on the dam located on folded geological structure.,Remembering
Explain generation of saw tooth waveform using OP-AMP. Draw input & output waveforms.,Remembering
Elaborate on detectors used in AC bridges.,Applying
Define the following terms with suitable example with respect to Binary tree:,Remembering
What is the Importance of Good Communication Skills?,Remembering
Determine the probability of getting sum 10 exactly twice in three throws with a pair of fair dice.,Applying
Find the Trignometric Fourier Series for the periodic bidirectional symmetric square waveform below.,Applying
Write short note on Satellite Alloys?,Remembering
Explain construction and working principle of Kaplan Turbine with application.,Remembering
Difference between Real Mode and Virtual 8086 Mode.,Remembering
Design a cast iron protective type flange coupling to transmit 15 kW at 900 RPM from an electric motor to a compressor.,Applying
State the following properties of CTFT.,Understanding
A string of suspension insulators consists of four units.,Applying
Compare Electric System with pneumatic system.,Analysing
The screw of a shaft straightener exerts a load of 30 kN as shown in Fig.,Applying
Explain specific energy curve.,Understanding
A rectangular plane surface 3m wide and 4m deep lies in water in such a way that its plane makes an angle of 30º with the free surface of water.,Applying
Define Queue and explain any one application of Queue.,Remembering
Delineate modulus of counter.,Remembering
Explain the different types of ADCs.,Remembering
A beam ABC of length 10m has one support at the left end other support at a distance of 6m from the left end.,Applying
Explain with neat sketch the Peak and Residual shear strengths of soils.,Understanding
Draw a neat labeled sketch of semicircular - arch and show:,Applying
Find maximum torque that can be safely applied to a shaft of 75mm diameter.,Applying
Draw and explain operational model of network security.,Remembering
An unbiased coin is tossed five times.,Applying
Describe the construction and working of the Universal motor with the help of suitable diagrams and state its two applications.,Remembering
Calculate first four moments about the mean of the following distribution.,Applying
Sort the following numbers using Quick sort.,Applying
Explain Hilbert curve and give its fractal dimension.,Remembering
What is a servo motor?,Remembering
Explain any two methods of speed control of DC shunt motor.,Remembering
Explain in short:,Remembering
How Basic Arithmetic operations are performed using ALU IC 74181?,Applying
A pipe of 110 mm diameter is carrying water. If the velocities at the pipe center and 30 mm from the pipe centre are 2.1 m/s and 1.6 m/srespectively and flow in the pipe is turbulent. Calculate the shear frictionvelocity and wall shearing stress.,Applying
Differentiate between SCADA and HMI.,Analysing
Explain construction and working of a synchronous machine.,Remembering
What is A VL tree? Explain all the rotations in A VL tree. Construct A VL tree for the following data:,Remembering
Write a short note on purging of vessels.,Remembering
Describe in detail about purification of protein by affinity chromatography.,Analysing
Draw and explain the functional diagram of 723 regulator.,Remembering
Compare fire resisting properties of concrete and stone.,Analysing
With neat circuit diagram explain I to V converter.,Remembering
Differentiate between sequence containers and associative containers in the STL.,Analysing
What do you mean by memory management operator?,Remembering
Discuss in details role of Encoder in robotic system.,Remembering
Explain Classification of channel bottom slopes with neat sketches.,Remembering
Draw and discuss the dead weight tester with diagram.,Understanding
State the features of RTC.,Remembering
Sate the working principle and applications of total station?,Remembering
Discuss in detail Proctor needle in field compaction control.,Applying
What is importance and purpose of Refining process in manufacturing of paper.,Remembering
Write a short note on rating system for green building.,Remembering
Find the Fourier Transform of sine wave signal and sketch magnitude response and phase response.,Applying
Write down the steps to be followed to receive a data serially using 8051 microcontroller.,Remembering
Describe Logical Programming.,Remembering
Define hardenability.,Remembering
A retaining wall with a smooth vertical back retains a purely cohesive fill.,Applying
Define load factor and shape factor.,Understanding
Explain zero crossing detector using OP-AMP with necessary waveform.,Remembering
Explain a binary tree. Name and explain with suitable example the following terms:,Remembering
Draw and explain the operation of single phase bridge rectifier supplying RL load.,Understanding
What is topological Sorting?,Remembering
Use dijkstras algorithm to find the shortest path between A and Z in figure.,Applying
Explain Sensitization and Weld Decay.,Understanding
Evaluate 1 2 01dx x using Trapezoidal rule taking h = 1 4.,Applying
Write note on stiffness method and write elements of displacement matrix for following figure.,Remembering
Assuming that the diameters of 1000 brass plugs taken consecutively from a machine form a normal distribution with mean 0.,Applying
Explain regenerative braking in case of DC motor.,Remembering
With neat sketch explain the HGL and TEL.,Remembering
State the classification and applications of Photogrammetry in surveying.,Understanding
A pressure vessel is required to have a capacity of 20 m 3.,Applying
Write a program in C language to copy the contents of Port 2 to Port 1.,Applying
Fig.,Applying
Explain the TSS descriptor and its role in multitasking.,Analysing
Explain truncation error and round off errors with example.,Understanding
Derive the expression for state transition matrix by Laplace transform method.,Analysing
Explain following terms in brief.,Applying
Using Jacobi iterative method solve the following system of linear simultaneous equations.  Take x (0) = y (0) = z (0) = 0 perform 5 iterations.,Applying
Write a program in C language to toggle only bit P1.,Applying
Explain ISA sequence in Alarm Annunciation system.,Analysing
What is Template?,Remembering
Explain in details Temperature Control Methods of Furnaces.,Remembering
Sketch a twist drill geometry and discuss various elements of it.,Remembering
Explain in brief the durability of concrete.,Understanding
Clearly explain why induction motor is known as generalized transformer.,Understanding
Explain any three grinding operations.,Remembering
"The armature of 4 pole DC shunt motor has LAP winding which is accommodated in 60 slots, each slot carries 20 conductors.",Applying
State the procedure for tacheometric contouring?,Applying
Write short note on lamination methods.,Remembering
Draw RC coupled amplifier.,Remembering
Explain any one method of viscosity measurement.,Remembering
Evaluate F.,Evaluating
Explain traversing the nodes in linked list with neat diagram.,Remembering
Compare the thermosetting plastics and thermoplastic.,Analysing
What are the methods used to handle Deadlocks.,Remembering
Describe with neat diagrams - Carbon clusters.,Remembering
What is an ASM Chart?,Remembering
What are various types of Stepper motors?,Remembering
Derive the formula for Newton’s forward interpolation formula for the equally spaced data points.,Analysing
Explain error handling during file operations.,Remembering
A helical spring is made from a wire of 6 mm diameter and has outside diameter of 75 mm.,Applying
Represent the following polynomials using linked list.,Applying
Write detailed classifications of Internal combustion engines.,Remembering
Illustrate the various IoT communication APIs?,Remembering
Define with example.,Understanding
What is mean by user defined exception?,Remembering
Discriminate between Brazing and Soldering.,Analysing
State Lambert and Beer laws and derive the combined law equation.,Analysing
What are different types of jois in SQL?,Remembering
Explain the block diagram of electric vehicles State advantages and limitations of Unit 6.,Remembering
The armature resistance of a DC shunt motor is 5.,Applying
State four features of LAP winding of DC machine.,Understanding
What is gas chromatography?,Remembering
What is Isobar and Pressure bulb?,Remembering
Illustrates causes and remedial measures of landslide.,Remembering
What is OBST in data structure?,Remembering
With the help of Block diagram explain superheterodyne FM receiver.,Remembering
Write a short note on ALU IC 74181.,Remembering
Write short note on Invar?,Remembering
Find the Laplace Transform and ROC of Unit Step function and Unit Ramp function.,Analysing
What is heat engine?,Remembering
Describe in detial  Read Only Memory (ROM).,Remembering
Explain error handling during file operation.,Understanding
With neat diagram explain different components and their functions in horizontal axis wind turbine.,Understanding
15 11 25 10 12 20 15 10 17 13 P .,Applying
Explain Dequeue with the insert and delete operations performed on it.,Remembering
An incomplete travers table is obtained as follows.,Applying
What are the advantages of forging over the casting process?,Analysing
The first four moments of distribution about working mean 3.,Applying
Explain the working of an universal motor with help of suitable diagram.,Remembering
Explain difference between squirrel cage induction motor and slip ring induction motor.,Remembering
What is method overriding?,Remembering
"Define plastic hinge, load factor and shape factor.",Remembering
Define Task Switching and explain the steps involved in task switching operation?,Analysing
What do you mean by equality of sets.,Remembering
Astring is stretched and fastened to two points L apart.,Applying
Explain the stack organization and enlist instructions related to stack.,Understanding
What is semaphore?,Remembering
Write Note on Aluminum and its Alloy.,Remembering
State four temperature scale available give conversion formulae of it.,Remembering
What is package in Java?,Remembering
Explain the operation of Wien bridge oscillator with neat circuit diagram.,Understanding
What are dirichlet conditions for existence of fourier series.,Remembering
Write down the Applications of Nanomaterials in chemical industry.,Applying
Differentiate between Cysteine and Cystine.,Analysing
List and explain various features of virtual 8086 mode.,Remembering
List the types of Lubricants with at list two examples.,Remembering
What are the elements that exist when an effective SCM system is implemented?,Remembering
Explain various debugging feature of 80386.,Understanding
Explain in detail vulnerabilities of Internet of Things.,Remembering
Explain with neat sketch variable head permeability test.,Understanding
Explain the working of SMPS with neat diagram?,Analysing
Explain the working of hydrogen fuel cell.,Remembering
Explain the page translation process in 80386.,Analysing
What is friend function?,Remembering
Define following terms,Remembering
What is file?,Remembering
Explain any one electrical method for measurement of level.,Applying
Define lightweight concrete?,Remembering
Develop relation between ‘Z’ parameter and transmission parameter .,Analysing
Explain the process Biomass energy conversion.,Remembering
Explain with suitable example SQL aggretage functions.,Remembering
What is generic programming?,Remembering
Describe the following systems in renewable energy system.,Remembering
What are fractals?,Remembering
Explain what you understand by A.,Remembering
The life time of a certain component has a normal distribution with mean of 400 hours and standard deviation of 50 hours.,Applying
Derive an expression for line to neutral capacitance of three phase overhead line with unsymmetrical spacing of conductors.,Applying
Define Project Scheduling.,Remembering
Describe the advantages of hydroelectric power plant.,Remembering
"Let  7,1 3 XB  be the Binomial distribution with parameters n = 7 and p = 1/3. Then   25 px px   is",Analysing
Discuss the methods of synthesis of furan and pyrrole.,Analysing
What are Micro instructions? Draw and explain micro-programmed control unit design.,Remembering
Derive an equation for length of cross belt drive.,Analysing
What are the symptoms and diagnosis of distress of concrete?,Remembering
Explain types of densitometers.,Remembering
What are the different types of appraisals required to undertake any Project?,Remembering
What is the difference between dielectric material and insulating material?,Analysing
Explain the structure of a V86 Task in detail.,Analysing
An orifice meter with orifice diameter 15cm is inserted in a pipe of 30cm diameter the pressure difference measured by a mercury oil differentialmanometer on the two sides of the orifice meter gives a reading of 50 cmof mercury.,Applying
What do you mean by triangulation and trilateration in geodetic survey?,Remembering
A Vertical vessel with a cylindrical shell and hemispherical heads is to be installed in a closed shed.,Remembering
What are the measure of query cost?,Remembering
Show that (Any one):,Analysing
List and explain four common examples of exceptions.,Analysing
A 2m long column has a circular cross section of 6cm diameter.,Applying
Explain voltage to current source transformation.,Understanding
Draw a neat diagram of fluidized bed type catalytic cracking process.,Remembering
Calculate the heat of reaction at 298.,Remembering
Explain in detail the working of square wave generators with a neat circuit diagram.,Remembering
Explain the various losses in transformer?,Remembering
What is a two port network?,Remembering
What are polar plots?,Remembering
Write down paper characteristics.,Remembering
State the following properties of fourier series.,Remembering
Derive an expression for capacitance of three phase line when conductors are unsymmetrically spaced but transposed.,Analysing
List and explain the different metrics in the process and project domain.,Remembering
"Determine the deflection and slope at the free end of cantilever beam of span ‘ l’ m, loaded with central point load ‘w’ kN.",Applying
Enlist non destructive tests for concrete.,Remembering
Draw and explain the general structure of PLA.,Remembering
Define the following terms.,Remembering
Explain the operation of SR flip flop with truth table.,Understanding
Explain the working of PV Cell and Simplest Equivalent Circuit for a Photovoltaic Cell.,Understanding
Define Industrial Engineering.,Remembering
State any six properties of Fourier Transform.,Remembering
Write a note on lapping process.,Remembering
Explain the procedure for finding slope and deflection for a cantilever beam with a point load at free end Double integration method.,Analysing
Describe the process of using the STL algorithms for Quick sort.,Analysing
Convert the following expression from Infix to Postfix expression.,Remembering
State the types of timers.,Remembering
What are different types of memories?,Remembering
Velocity of slider D and angular velocity of link CD.,Applying
Draw and explain the interfacing diagram of DAC0808 with PIC18FXX microcontroller.,Analysing
Find the multiplicative Inverse of 37 mod 26 using Extended Euclidean Algorithm.,Applying
What is thermal bimetal?,Remembering
Find the inverse Laplace transform of given network given F( s).,Applying
What observations and precautions are necessary during Core Drilling for Preliminary Geological Exploration?,Remembering
Draw the connection diagram of shunt.,Applying
Define the following terms w.r.t PLL.,Remembering
Explain with neat sketch tube drawing process.,Remembering
Determine slope and deflection for a simply supported beam loaded as shown below.,Applying
Explain the working of Pirani Gauge for measurement of pressure.,Applying
Discuss the mechanism of E1 and E2 reaction of alkyl halides.,Applying
Solve the differential equation ()() ()3dy tytx tdt+= for input ()()2txte u t-= . Assume zero initial conditions.,Applying
What is powder Metallurgy?,Remembering
Explain working of vertical type wind turbine with neat diagram.,Remembering
Explain UP Counter and DOWN Counter.,Remembering
A 6pole DC motor with wave connected armature has 87 slots with 6 conductors per slot.,Applying
What is voltage regulator?,Remembering
What are different types of inheritance supported by Java.,Remembering
Write a difference between procedural and object oriented programming.,Remembering
Draw a neat sketch of broach and name its different parts.,Remembering
Write down the causes and consequences of acute pancreatitis.,Remembering
Explain the working of armature controlled D.,Understanding
Explain the working of Digital to analog converter.,Analysing
Evaluate ˆ.,Evaluating
Explain Intel i860 processor with block diagram.,Remembering
Explain with neat diagram how is Lissajous pattern used for phase measurement?,Applying
What are the qualities of good drug?,Remembering
State various obstacles in setting out curves.,Remembering
Explain the Gauss Elimination method used for the solution of the linear simultaneous equation.,Remembering
From the given traversal construct the binary tree.,Applying
SO2 is absorbed in water using a packed column operated at constant T and P.,Applying
Compare DFS and BPS.,Analysing
Implement a full-adder using Demultiplexer.,Applying
Compare SLL with DLL?,Analysing
Explain influence of geological conditions on the choice and type of dam.,Analysing
Explain following instruction used in C languages.,Understanding
Write a short note on Ocean thermal energy conversion.,Remembering
Design low pass first order Butterworth filter having cut off frequency 1 kHz with  passband gain of 2.,Applying
Explain Gibbs phase rules for metallurgical application?,Remembering
Consider the following processes where arrisal and barst time are as given below. Calculate the average waiting time and average turn aroundtime if the processes are scheduled using FCFS.,Applying
Explain method overriding with a suitable example program.,Remembering
Discuss any three terminology related to psychometric.,Remembering
Explain with neat circuit diagram working of inverting precision full wave rectifier with its waveform.,Understanding
A PIC 18 is connected to the 4MHz crystal oscillator.,Applying
Explain the working principle of McLeod low pressure vacuum gauge. With neat sketch.,Remembering
A 250 V DC shunt motor with armature resistance of 0.,Applying
Explain PI and PD controller in brief with suitable examples.,Remembering
What is software quality?,Remembering
Discuss the working of thermocouples using seebeck effect with diagram.,Understanding
What are the advantages of Digital Storage oscilloscope over Dual Trace oscilloscope.,Understanding
"In a magnetic material, hysteresis loss is 150 W when maximum flux density of 1.3 tesla and frequency is 50 Hz. What would be hysteresisloss if flux density is decreased to 0.8 tesla and frequency is increased to 60 Hz? Assume that hysteresis loss is proportional to (B m)1.7.",Applying
State the difference between character and byte stream in Java.,Applying
State the objectives of supercharging of engine.,Remembering
Draw neat diagram and waveforms of single phase half wave rectifier with resistive load.,Applying
With the help of neat diagram explain working of symmetrical schmitt trigger?,Analysing
Explain any three operations on sequential file organization with example.,Remembering
The principal tensile stresses at a point across two perpendicular planes are 100 MPa and 50 MPa.,Applying
Write note on automated assembly line for car manufacturing.,Remembering
Calculate the machining time required for 3 passes while reducing 60 mm diameter shaft to 50 mm diameter for a length of 1200 mm with depth ofcut of 2 mm for rough cut and 1 mm for finish cut.,Applying
What is call gate?,Remembering
Differentiate between Relation and functions.,Analysing
A crude oil of viscosity 0.,Applying
With suitable circuit diagram explain no load and blocked rotor test on 3 phase induction motor.,Applying
Find the expected value of the sum of the faces obtained when two fair dice are tossed simultaneously.,Applying
Draw and explain detail block diagram of hardwired control unit.,Understanding
Explain flow duration curve and hydrograph with example.,Understanding
Write an algorithm for evaluating  a postfix expressioin using stack.,Understanding
Explain with suitable example the three storage structures for the graph.,Remembering
Write short note on applications of recorders.,Applying
Compare SSB and VSB.,Analysing
Write a short note on Geothermal energy.,Remembering
Explain various specification of ADC.,Remembering
The postorder and inorder traversals of a binary tree are given below.,Understanding
Explain the factors for selection of motor for an EV .,Remembering
Evaluate  Sxiy j z k d s   over the surface of sphere 22 21 xyz,Applying
Define the following terms with example with respect to Binary Tree:,Remembering
Explain the difference between array representation and linked representation of binary tree.,Remembering
Draw a neat diagram of DSO.,Remembering
What is filter medium?,Remembering
Explain with example hash functions.,Remembering
What is an identity element in Group?,Remembering
Describe the characteristics of an entrepreneurship.,Remembering
Describe Ram type Injection molding with sketch.,Remembering
What is Backface?,Remembering
Consider the following processes arrival time and burst time are as shown.,Applying
A Cantilever beam of span 2.,Applying
Explain role of telecommunication.,Remembering
Give the applications of Two Port Network Parameters and Explain Network Stability.,Remembering
What do you mean by excitation table of flip flop?,Remembering
What is the significance of coating on the material properties?,Remembering
Draw the phasar diagram of 3 phase induction motor.,Remembering
Determine the vertical displacement of the joint C of the pin jointed frame as shown in figure below.,Analysing
Describe Exception.,Remembering
Derive the expression for loop inductance of single phase overhead lines.,Analysing
Write Note on ‘Electric Vehicles’,Remembering
Define PDF and CDF.,Remembering
Explain the working of Half wave Precision Rectifier with appropriate equations.,Understanding
What is Exception handing? How to handle Exception in Java?,Remembering
Write down the steps to be followed to transfer a data serially using 8051 microcontroller.,Remembering
Explain working of IC 555 astable multivibrator.,Understanding
Explain the following parameter of OP-AMP,Remembering
A doubly linked list with numbers to be created.,Applying
Explain with a neat diagram winter air conditioning.,Applying
Index for 87 divisions by compound indexing using following Brown and Sharpe Plate.,Applying
What are the factors affecting on Price Determination?,Remembering
Write a python program to create a linked list and perform operations on the list.,Applying
What are the file access methods?,Remembering
Distinguish between DM and ADM.,Remembering
Describe the following sytesm in renewable energy system.,Remembering
"The input to 3 phase, 6 pole, 50 Hz, induction motor is 47 kWatt at certain load. The stator losses are 1.5 kWatt and mechanical losses are1k Watt. Determine the HPoutput power of motor when it runs at 970rpm. (Take 1 HP = 746 watt)",Applying
Explain the change control mechanism in SCM.,Remembering
Define Graph.,Understanding
Design a Francis turbine runner with the following data.,Applying
A box contains 100 bulbs out of which 10 are defective.,Applying
Define polymorphism?,Remembering
What is height balanced tree?,Remembering
Explain different four types of flows in open channel.,Understanding
What are sound displays in Virtual Reality?,Remembering
Explain types of queues. Write any one in detail.,Remembering
Draw drain characteristics of for n channel JFET.,Remembering
What is time constant?,Remembering
State three types of resistance welding.,Remembering
Explain Black box testing with its advantages.,Analysing
What are the innovation challenges in design thinking.,Analysing
Explain Triadic curve and give its fractal dimension.,Analysing
Find Z parameters of the network shown in figure no.,Analysing
Write a program that returns the size in bytes of a program entered on the command line.,Analysing
With suitable block diagram explain working of electronic energy meter.,Applying
"Discuss the feasibility of dam site, with dipping and horizontal strata.",Remembering
Explain in brief the mesh selection criteria for screen printing applications.,Applying
Explain generation of sine waveform using OPAMP. Draw input & output wave froms,Remembering
Explain Vacuum forming in Plastics.,Remembering
Explain the six regimes of the pool boiling curve with the help of a neat diagram.,Remembering
Explain the construction and working principle of universal motor.,Understanding
Enlist  various linear methods of setting out curves and explain any one with sketch.,Remembering
What are the salient features of Green Building?,Remembering
Draw and explain block diagram of PLC.,Understanding
Explain Normal combustion and abnormal combustion Phenomena in SI engine.,Remembering
Draw the flow sheet for manufacturing of Cemented Carbide.,Remembering
Explain principle of resistance welding with neat sketch.,Remembering
Prove that expression for laminar flow of fluid.,Remembering
Explain Reynolds Number with example.,Remembering
State the necessity of FRL unit in Pneumatic System.,Understanding
Enumerate the selection of motors depending on load characteristics.,Remembering
Write a note on elements of a Configuration Management System.,Remembering
What is cost of quality?,Remembering
A cast iron pipe of internal diameter 450 mm is 15 mm thick and is supported on a span of 8 m.,Applying
Enlist the advantages and disadvantages of DLL over SLL.,Remembering
Explain in brief a manufacturing process of urea from ammonium carbamate.,Remembering
Explain with neat diagram 2 input CMOS NOR gate.,Understanding
What are various types of welding joints used in pressure vessels?,Remembering
What are the applications of Animal Cell Culture?,Remembering
List and explain the necessary and sufficient conditions for Hamiltonian and eulerian path with suitable examples.,Remembering
Draw neat circuit diagram and explain voltage follower.,Understanding
What is design pattern?,Remembering
How are Hydroelectric power plants classified?,Remembering
Determine maximum slope and deflection for a simply supported beam shown in figure below.,Applying
What are Packages and Interface in Java.,Remembering
Explain Interfaces in Linux.,Remembering
Describe the cold and hot weather concreting.,Remembering
Demonstrate the various types of chips formed during metal cutting.,Remembering
Draw and Explain working of SCR.,Understanding
Elaborate about enabling and disabling interrupts in 80386.,Analysing
Describe the types of wind turbine electrical generators.,Remembering
Differentiate between Terrestrial photogrammetry and Aerial photogrammetry?,Remembering
Discuss the steps in executing interrupts in PIC 18 microcontroller.,Remembering
What do you mean by network crashing?,Remembering
Explain linked organization with respect to file handling.,Remembering
Compare React JS and Angular JS and Vue JS.,Applying
An oil of specific gravity 0.,Applying
A riddle is given to three students to solve independently.,Applying
Explain the working of PV cell and simplest Equivalent Circuit for a photovoltaic Cell.,Understanding
Differentiate between Orthographic Projection and Isometric Projection.,Analysing
With suitable diagram explain constructional details of 3 phase slipring induction motor,Remembering
The bar has a diameter of 40mm.,Applying
Explain the rules for constructing the ladder diagram of PLC.,Remembering
Explain the various methods of speed control of Dc series motor?,Remembering
Explain briefly EDM process characteristics.,Remembering
Elaborate the Postfix evaluation algorithm stepwise.,Remembering
What do you mean by section modulus?,Remembering
What is mean by composites?,Remembering
Depict the figure showing he feeder pathways for glycolysis.,Remembering
Determine capacitance per phase per km of three phase transmission line when conductors are arranged in horizontal plane and 4 meter apart.,Applying
Enlist various types of residential buildings and explain any one in detail.,Remembering
Draw and explain characteristics of LVDT.,Analysing
Draw and explain the Backward feed multiple effect evaporator.,Analysing
Discuss the merits of circular queue over linear queue and write sudo code for over flow and under flow conditions of circular queue.,Analysing
What is 2D rotation of an object about an arbitrary point?,Remembering
What is voltage regulator? Write any two applications of voltage regulator.,Remembering
What is Design?,Remembering
Find maximum flow in the transport network using labeling procedure.,Applying
State the types of starters used for induction motors.,Remembering
Derive the expression for attenuation constant and Phase shift of proto type constant K high pass filter.,Analysing
Explain addressing modes of 8086.,Understanding
Write short note on RS232 standard.,Remembering
State the following properties of DT fourier series.,Remembering
Discuss briefly energy band in conductor and insulator.,Remembering
Draw the router architecture.,Remembering
Write a program to turn off LED for connected to Port 0 when interrupt 0 occurs and turn it on when interrupt 1 occurs.,Applying
To find out coefficient of permeability of clay the permeability test was carried out in a variable head permeameter having the diameter of thesample container to be 100 mm.,Analysing
A rectangular block of material is subjected to stresses on perpendicular faces as shown in figure 4.,Applying
Explain fluidization with its type and application?,Understanding
Explain interrupt structure of 8051 microcontroller with neat diagram.,Remembering
Write a program in C to configure Port 1 as input port and Port pin P2.,Applying
Write limitations of arrays over linked list?,Remembering
Convert the following infix expressions to prefix expressions using stock.,Applying
Derive an expression for the capacitance to neutral of a three phase line with equilateral spacing.,Analysing
Explain in detail distortion in delta Modulation.,Remembering
Discuss Link State Routing protocol in detail.,Remembering
Distinguish between buckle and knife folding mechanism with suitable diagram.,Analysing
Explain Memory Partitioning in memory management.,Remembering
Two straights PI and QI meet at chainage of 1250 m. A right handed simple circular curve of 250 m radius joins them. The deflection anglebetween two straights is 30 °. Tabulate the necessary data to layout the curve by Offset from long chord. Take chord interval as 10 m.,Applying
Explain practical differentiator circuit with neat circuit diagram. What are the limitation of ideal differentiator.,Remembering
Distinguish singly linked list and doubly linked list.,Remembering
Give the properties and application of Manganin.,Understanding
"Consider the following page reference string A,B,C,D,A,B,E,A,B,C,D,E. Calculate page fault with FIFO page replacement algorithm when framesize is 4.",Applying
With neat diagram explain working of IC 555 as a Monostable Multivibrator.,Remembering
Find the Fourier Transform of a constant signal AO.,Applying
Explain the working of diaphragm type elastic pressure transducer. With the help of diagram show. how strain gauges are mounted on it.,Remembering
What is Software Architecture?,Remembering
Design an adjustable voltage regulator using LM 317 for output voltage from 10 to 20 V and draw the typical connection diagram.,Applying
List and explain file types and file access methods.,Remembering
Explain various rules for development of Ladder diagram.,Analysing
Explain segment address translation in detail.,Understanding
Enlist and explain Component level design steps in detail.,Remembering
What is operator overloading?,Remembering
